tweet_text,synthesized_summary,responder_role,secondary_annotation,disaster_type,information_type,input_text,source_row_id
"Helicopter crashes into pub: A helicopter crashed into a pub late Friday in the Scottish city of Glasgow, a lo... http://t.co/aWqZuaP34W","Police should manage crowd control and scene security, while firefighters assess fire risks and support USAR for potential victims.",Police/Firefighter,DCC/USAR,Crash,Infrastructure and utilities,"Responder Roles: Police, Firefighter
Disaster Type: Crash
Tweet: Helicopter crashes into pub: A helicopter crashed into a pub late Friday in the Scottish city of Glasgow, a lo... http://t.co/aWqZuaP34W
Secondary Annotations: DCC, USAR
Information Type: Infrastructure and utilities",13986
RT @7NewsBrisbane: #Logan is experiencing worst floods since 1974 - expected to peak at 9pm #bigwet #qldfloods,Police should monitor flood impacts and assess public safety and evacuation needs as Logan faces severe flooding.,Police,DCC,Floods,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @7NewsBrisbane: #Logan is experiencing worst floods since 1974 - expected to peak at 9pm #bigwet #qldfloods
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",19752
Second flood death in Qld http://t.co/RWqnN8k5,Police should assess reported flood fatalities and coordinate with DCC for effective emergency response.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: Second flood death in Qld http://t.co/RWqnN8k5
Secondary Annotations: DCC
Information Type: Affected individuals",19505
RT @Amelia__Earhart: The ramp from EB I-70 to SB I-225 is closed due to flooding @9news #cotraf #coflood,Police should assess traffic impacts and manage access around the closed ramp due to flooding.,Police,DCC,Floods,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @Amelia__Earhart: The ramp from EB I-70 to SB I-225 is closed due to flooding @9news #cotraf #coflood
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",13012
"RT @ChannelNewsAsia: #SGHaze 3-hr PSI is 322 as of 11am. View from One George Street, Singapore by Victor Joseph http://t.co/DKFU4SBNEQ",Firefighters should assess hazardous material exposure risks from high PSI levels and prepare for potential public health impacts.,Firefighter,HAZMAT,Haze,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: RT @ChannelNewsAsia: #SGHaze 3-hr PSI is 322 as of 11am. View from One George Street, Singapore by Victor Joseph http://t.co/DKFU4SBNEQ
Secondary Annotations: HAZMAT
Information Type: Caution and advice",24687
[VOA Special] IN THE NEWS - Bangladesh Building Collapse Kills More Than 500: 如果想下载文章的MP3声音、PDF文稿、LRC同步字幕以及中文翻... http://t.co/XmnYszCtMD,Police should evaluate crowd control and security measures in response to the building collapse that reportedly killed over 500 individuals.,Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: [VOA Special] IN THE NEWS - Bangladesh Building Collapse Kills More Than 500: 如果想下载文章的MP3声音、PDF文稿、LRC同步字幕以及中文翻... http://t.co/XmnYszCtMD
Secondary Annotations: DCC
Information Type: Affected individuals",23270
RT @ChannelNewsAsia: BREAKING: Hazy conditions likely to return tomorrow in Singapore. @NEAsg forecast here #SGHaze http://t.co/xVyeSdqtoG,Firefighters should assess potential fire risks and monitor for hazardous material exposure due to returning haze conditions.,Firefighter,HAZMAT,Haze,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: RT @ChannelNewsAsia: BREAKING: Hazy conditions likely to return tomorrow in Singapore. @NEAsg forecast here #SGHaze http://t.co/xVyeSdqtoG
Secondary Annotations: HAZMAT
Information Type: Caution and advice",24732
"RT @AbbyMartin: Has the FBI shut down West, Texas to hunt and arrest the fertilizer plant owner responsible for killing up to 60 people? #c…",Police should assess threats from the explosion and coordinate with DCC for public safety and scene security.,Police,DCC,Explosion,Other Useful Information,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @AbbyMartin: Has the FBI shut down West, Texas to hunt and arrest the fertilizer plant owner responsible for killing up to 60 people? #c…
Secondary Annotations: DCC
Information Type: Other Useful Information",27778
"RT @BGideon21: Oh my goodness, the video of the explosion in West, TX is horrible. 60 to 70 already confirmed dead, why isn't this getti ...","Assess casualties and prioritize medical response for reported victims from the explosion in West, TX.",EMS,CERT/MMU,Explosion,Affected individuals,"Responder Roles: EMS
Disaster Type: Explosion
Tweet: RT @BGideon21: Oh my goodness, the video of the explosion in West, TX is horrible. 60 to 70 already confirmed dead, why isn't this getti ...
Secondary Annotations: CERT, MMU
Information Type: Affected individuals",27243
@ThisIsSkye RT @LAFD says 'no emergencies' reported after bright light seen in SoCal skies #meteor #fireball « http://t.co/DHdSAECgSb,"Police should monitor for unusual activity or crowd reactions after the bright light sighting, as no emergencies were reported.",Police,DCC,Meteorite,Other Useful Information,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: @ThisIsSkye RT @LAFD says 'no emergencies' reported after bright light seen in SoCal skies #meteor #fireball « http://t.co/DHdSAECgSb
Secondary Annotations: DCC
Information Type: Other Useful Information",21589
RT @thatrygood: Ah man “@AdamBraun: Absolutely petrifying video from the West plant explosion... I've never seen anything like this- htt ...,Police should assess potential threats and ensure scene security after the reported explosion at the West plant.,Police,DCC,Explosion,Other Useful Information,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @thatrygood: Ah man “@AdamBraun: Absolutely petrifying video from the West plant explosion... I've never seen anything like this- htt ...
Secondary Annotations: DCC
Information Type: Other Useful Information",27550
'Numerous' casualties in Glasgow helicopter crash; people remain trapped in unstable pub http://t.co/ghaScf1EUB,"Police should manage crowd control and scene security, while firefighters prepare for search and rescue of trapped individuals in the pub.",Police/Firefighter,DCC/USAR,Crash,Affected individuals,"Responder Roles: Police, Firefighter
Disaster Type: Crash
Tweet: 'Numerous' casualties in Glasgow helicopter crash; people remain trapped in unstable pub http://t.co/ghaScf1EUB
Secondary Annotations: DCC, USAR
Information Type: Affected individuals",14173
Philippines #TyphoonAid: 9.8 million people need urgent help. DONATE NOW. http://t.co/fXWDcILEiL #Haiyan,Urgent medical needs may arise for 9.8 million affected by the typhoon; local CERT should coordinate aid efforts.,EMS,CERT,Typhoon,Donations and volunteering,"Responder Roles: EMS
Disaster Type: Typhoon
Tweet: Philippines #TyphoonAid: 9.8 million people need urgent help. DONATE NOW. http://t.co/fXWDcILEiL #Haiyan
Secondary Annotations: CERT
Information Type: Donations and volunteering",26518
Russia starts clean-up after meteor strike - http://t.co/Ki9IqKeQ http://t.co/lRtGanSN,"Police should monitor crowd control, while EMS may need to assess medical support for injuries during the meteorite clean-up.",Police/EMS,DCC/MMU,Meteorite,Infrastructure and utilities,"Responder Roles: Police, EMS
Disaster Type: Meteorite
Tweet: Russia starts clean-up after meteor strike - http://t.co/Ki9IqKeQ http://t.co/lRtGanSN
Secondary Annotations: DCC, MMU
Information Type: Infrastructure and utilities",21318
"RT @SESBrisbane: Sandbag production in full swing at Newmarket SES HQ, thanks to lots of helpers... #bigwet http://t.co/ORj5Ke8z",Police should monitor volunteer activities and ensure safe access to sandbag production sites amid flood response efforts.,Police,DCC,Floods,Donations and volunteering,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @SESBrisbane: Sandbag production in full swing at Newmarket SES HQ, thanks to lots of helpers... #bigwet http://t.co/ORj5Ke8z
Secondary Annotations: DCC
Information Type: Donations and volunteering",19685
RT @olivia_juaire: This is honestly the scariest YouTube video I've ever seen just the girls voice omg #PrayForTexas http://t.co/2eYGVsOMVV,Police should assess potential threats and monitor public reactions following the reported explosion.,Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @olivia_juaire: This is honestly the scariest YouTube video I've ever seen just the girls voice omg #PrayForTexas http://t.co/2eYGVsOMVV
Secondary Annotations: DCC
Information Type: Sympathy and support",27590
Death toll in Philippines quake reaches 110: CEBU (Philippines): The death toll from a 7.2-magnitude earthquak... http://t.co/SCaYb8dOub,"Police should manage crowd control, firefighters may need to conduct rescues, and EMS must prepare for medical response to casualties.",Police/Firefighter/EMS,DCC/USAR/MMU,Earthquake,Affected individuals,"Responder Roles: Police, Firefighter, EMS
Disaster Type: Earthquake
Tweet: Death toll in Philippines quake reaches 110: CEBU (Philippines): The death toll from a 7.2-magnitude earthquak... http://t.co/SCaYb8dOub
Secondary Annotations: DCC, USAR, MMU
Information Type: Affected individuals",10620
New Watch and Act alert for fire at Galston Gorge. If that takes hold NW edge of Sydney is in trouble.,Police should monitor Galston Gorge for fire developments and assess evacuation routes for the NW edge of Sydney.,Police,DCC,Wildfire,Caution and advice,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: New Watch and Act alert for fire at Galston Gorge. If that takes hold NW edge of Sydney is in trouble.
Secondary Annotations: DCC
Information Type: Caution and advice",9580
"RT @Cmdr_Hadfield: Flooding in Maryborough, Australia - visible as we flew over Tuesday morning, 29 Jan. http://t.co/Vs2oGCKd",Police should assess flooding impacts on public safety and coordinate with DCC for effective emergency response.,Police,DCC,Floods,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @Cmdr_Hadfield: Flooding in Maryborough, Australia - visible as we flew over Tuesday morning, 29 Jan. http://t.co/Vs2oGCKd
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",19962
RT @denverpost: UPDATE: 584 people are listed as unaccounted for in flood areas. http://t.co/cEtBtkHTRl #coflood,Police should assess unaccounted individuals in flood areas and coordinate with DCC for potential search and rescue efforts.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @denverpost: UPDATE: 584 people are listed as unaccounted for in flood areas. http://t.co/cEtBtkHTRl #coflood
Secondary Annotations: DCC
Information Type: Affected individuals",13086
RT @BlkScorp33: Amazing photo of the meteor that landed in Russia http://t.co/7aKAonYV,Police should monitor public safety and crowd control in response to the meteorite landing reported in the tweet.,Police,DCC,Meteorite,Other Useful Information,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: RT @BlkScorp33: Amazing photo of the meteor that landed in Russia http://t.co/7aKAonYV
Secondary Annotations: DCC
Information Type: Other Useful Information",20612
RT @WLTX: #BREAKING: Gunfire reported Los Angeles airport (#LAX) terminal 3. Pic via Fox Sports reporter @foxsportsreiter http://t.co/cbPt6…,Police should assess the reported gunfire at LAX terminal 3 and coordinate an appropriate response via dispatch.,Police,DCC,Shootings,Other Useful Information,"Responder Roles: Police
Disaster Type: Shootings
Tweet: RT @WLTX: #BREAKING: Gunfire reported Los Angeles airport (#LAX) terminal 3. Pic via Fox Sports reporter @foxsportsreiter http://t.co/cbPt6…
Secondary Annotations: DCC
Information Type: Other Useful Information",14977
#NewsINFOmedia Australia bush fires set to worsen: Australian firefighters warn that the return of hot weather... http://t.co/FkbFQ1S5u8,"Firefighters should assess fire spread risk due to returning hot weather, as conditions may worsen.",Firefighter,FC,Wildfire,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: #NewsINFOmedia Australia bush fires set to worsen: Australian firefighters warn that the return of hot weather... http://t.co/FkbFQ1S5u8
Secondary Annotations: FC
Information Type: Caution and advice",9191
Waiting for the fire front - asset protection duty #nswbushfires http://t.co/FUjBCMRyPm,Police should assess threats to public safety while coordinating asset protection as the fire front approaches.,Police,DCC,Wildfire,Affected individuals,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: Waiting for the fire front - asset protection duty #nswbushfires http://t.co/FUjBCMRyPm
Secondary Annotations: DCC
Information Type: Affected individuals",9431
"Sister pls donate for #savarTragedy victims in #Bangladesh.324 dead,1000+injured!Urgent help needed https://t.co/eaSfRF2C51 @AmeenaMatthews",Urgent medical response needed for over 1000 injured in the collapse; focus on triage and patient transport.,EMS,CERT,Collapse,Affected individuals,"Responder Roles: EMS
Disaster Type: Collapse
Tweet: Sister pls donate for #savarTragedy victims in #Bangladesh.324 dead,1000+injured!Urgent help needed https://t.co/eaSfRF2C51 @AmeenaMatthews
Secondary Annotations: CERT
Information Type: Affected individuals",22896
RT @9NEWS: Update: boulder co us army rescues 60 people in 2 hours from Jamestown and Big Elk Meadow. More 2 come #coflood via @abolton9n…,Police should coordinate with DCC to manage crowd control and support ongoing rescue efforts in affected areas.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @9NEWS: Update: boulder co us army rescues 60 people in 2 hours from Jamestown and Big Elk Meadow. More 2 come #coflood via @abolton9n…
Secondary Annotations: DCC
Information Type: Affected individuals",13304
Over 200 Killed in Bangladesh Factory Collapse After Workers Forced to Ignore Building's Dangers http://t.co/6pZzih0bp1  #p2 #tcot,Police should evaluate crowd control and investigate possible criminal activity following the factory collapse that reportedly killed over 200 workers.,Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: Over 200 Killed in Bangladesh Factory Collapse After Workers Forced to Ignore Building's Dangers http://t.co/6pZzih0bp1  #p2 #tcot
Secondary Annotations: DCC
Information Type: Affected individuals",22788
"#Earthquake M 2.6, Southern Alaska http://t.co/sdi09taS","Police should coordinate safety assessments, while firefighters prepare for potential structural damage and USAR needs following the earthquake.",Police/Firefighter,DCC/USAR,Earthquake,Not labeled,"Responder Roles: Police, Firefighter
Disaster Type: Earthquake
Tweet: #Earthquake M 2.6, Southern Alaska http://t.co/sdi09taS
Secondary Annotations: DCC, USAR
Information Type: Not labeled",1204
Woman pulled alive from rubble of Bangladesh building collapse 17 days later http://t.co/YNQEyfl9WW #kctoday,Police should assess crowd control and public safety around the site of the building collapse where a woman was rescued after 17 days.,Police,DCC,Collapse,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Collapse
Tweet: Woman pulled alive from rubble of Bangladesh building collapse 17 days later http://t.co/YNQEyfl9WW #kctoday
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",23617
Typhoon Bopha hits #Philippines killing more than 280 people http://t.co/bo9aHnJa,"Following Typhoon Bopha, EMS should prioritize medical response and assess casualties among affected individuals in the Philippines.",EMS,CERT/MMU,Typhoon,Affected individuals,"Responder Roles: EMS
Disaster Type: Typhoon
Tweet: Typhoon Bopha hits #Philippines killing more than 280 people http://t.co/bo9aHnJa
Secondary Annotations: CERT, MMU
Information Type: Affected individuals",6288
"Out of the night, runaway oil train brings death, destruction, grief to close-knit Quebec town http://t.co/uqu8HGkd61 http://t.co/Amu0gAZcF9",Police should assess threats to public safety and coordinate response efforts following the oil train derailment in Quebec.,Police,DCC,Derailment,Other Useful Information,"Responder Roles: Police
Disaster Type: Derailment
Tweet: Out of the night, runaway oil train brings death, destruction, grief to close-knit Quebec town http://t.co/uqu8HGkd61 http://t.co/Amu0gAZcF9
Secondary Annotations: DCC
Information Type: Other Useful Information",16808
RT @DougInBoulder: ALERT: Wall of water coming down Logan Mill RIGHT NOW! Seek higher ground IMMEDIATELY! #boulderflood #cowx /scanner/1125…,Police should assess evacuation routes and ensure public awareness of rising water levels due to flooding.,Police,DCC,Floods,Caution and advice,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @DougInBoulder: ALERT: Wall of water coming down Logan Mill RIGHT NOW! Seek higher ground IMMEDIATELY! #boulderflood #cowx /scanner/1125…
Secondary Annotations: DCC
Information Type: Caution and advice",13022
Investigators Examine Wreckage Of Deadly New York Train Crash http://t.co/0SzJYpLww0,Firefighters should assess structural dangers and initiate search and rescue for potential trapped individuals in the train crash wreckage.,Firefighter,USAR,Derailment,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Derailment
Tweet: Investigators Examine Wreckage Of Deadly New York Train Crash http://t.co/0SzJYpLww0
Secondary Annotations: USAR
Information Type: Other Useful Information",18623
"Orlando man killed by FBI had ties to Boston Marathon bombing suspect, NBC News confirms http://t.co/DiVcqBiK4l",Monitor potential threats linked to the individual and ensure public safety in the area.,Police,CPU,Bombings,Affected individuals,"Responder Roles: Police
Disaster Type: Bombings
Tweet: Orlando man killed by FBI had ties to Boston Marathon bombing suspect, NBC News confirms http://t.co/DiVcqBiK4l
Secondary Annotations: CPU
Information Type: Affected individuals",11845
charles onwuemene's blog: Hundreds missing in Colorado floods http://t.co/T3hEIsHemw,Police should assess reports of hundreds missing in Colorado floods and coordinate with DCC for search and rescue efforts.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: charles onwuemene's blog: Hundreds missing in Colorado floods http://t.co/T3hEIsHemw
Secondary Annotations: DCC
Information Type: Affected individuals",13121
"3,035th White Farmer Shot Dead in South Africa in Front of Wife http://t.co/dqDX8G1CA3 via @WhiteResister #SA #SaveTheBoer #RedOctober",Police should assess potential threats to public safety and monitor for any criminal activity related to the reported incident.,Police,DCC,Wildfire,Not labeled,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: 3,035th White Farmer Shot Dead in South Africa in Front of Wife http://t.co/dqDX8G1CA3 via @WhiteResister #SA #SaveTheBoer #RedOctober
Secondary Annotations: DCC
Information Type: Not labeled",8702
Homes at risk from Colorado wildfire: Hundreds of families took refuge early Monday at a northern Colorado ... http://t.co/OoYTzBfx #CNN,Firefighters should assess fire spread risks to homes and prioritize containment to protect families who have evacuated.,Firefighter,FC,Wildfire,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Homes at risk from Colorado wildfire: Hundreds of families took refuge early Monday at a northern Colorado ... http://t.co/OoYTzBfx #CNN
Secondary Annotations: FC
Information Type: Infrastructure and utilities",63
[#WNewsIreland]: At least 232 killed in Brazil nightclub blaze 'after musician set fireworks of... http://t.co/08dBEFzX #Ireland #Dublin,"Firefighters should focus on fire containment and rescue, while EMS prepares for potential casualties and medical needs.",Firefighter/EMS,FC/MMU,Fire,Affected individuals,"Responder Roles: Firefighter, EMS
Disaster Type: Fire
Tweet: [#WNewsIreland]: At least 232 killed in Brazil nightclub blaze 'after musician set fireworks of... http://t.co/08dBEFzX #Ireland #Dublin
Secondary Annotations: FC, MMU
Information Type: Affected individuals",12487
"RT @GlobalCalgary: If you are in #Canmore and need help, an emergency line has been set up. Pls call 403-678-1551. #abstorm #abflood","Police should monitor the emergency line for assistance requests, while EMS prepares for potential medical needs in the flood-affected area.",Police/EMS,DCC/MMU,Floods,Caution and advice,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: RT @GlobalCalgary: If you are in #Canmore and need help, an emergency line has been set up. Pls call 403-678-1551. #abstorm #abflood
Secondary Annotations: DCC, MMU
Information Type: Caution and advice",7664
RT @QLDOnline: Up to 14 luxury yachts &amp; houseboats have been washed ashore in the Whitsundays #qld #tcoswald #bigwet,"Police should assess crowd control near washed ashore vessels, while EMS should monitor for possible injuries in the area.",Police/EMS,DCC/MMU,Floods,Other Useful Information,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: RT @QLDOnline: Up to 14 luxury yachts &amp; houseboats have been washed ashore in the Whitsundays #qld #tcoswald #bigwet
Secondary Annotations: DCC, MMU
Information Type: Other Useful Information",19023
"#nswfires #backburning operations  If you see an unattended #nswfire call Triple Zero, (000) immediately.  Do not call 000 to report smoke",Police should monitor fire-related calls and coordinate responses through DCC to address unattended fire reports effectively.,Police,DCC,Wildfire,Caution and advice,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: #nswfires #backburning operations  If you see an unattended #nswfire call Triple Zero, (000) immediately.  Do not call 000 to report smoke
Secondary Annotations: DCC
Information Type: Caution and advice",9075
Political violence erupted in #Bangladesh after the killings of Islamist hardliners http://t.co/AozrOW39zk #SaveBangladesh,Police should assess potential threats from political violence and ensure scene security in affected areas.,Police,DCC,Collapse,Not labeled,"Responder Roles: Police
Disaster Type: Collapse
Tweet: Political violence erupted in #Bangladesh after the killings of Islamist hardliners http://t.co/AozrOW39zk #SaveBangladesh
Secondary Annotations: DCC
Information Type: Not labeled",23865
"Bizarre fireball hits after meteor: HOURS after a meteor exploded over Russia and injured more than 1000 people,... http://t.co/AWY7MGx2",Police should evaluate crowd control and public safety in response to injuries reported after the meteor explosion.,Police,DCC,Meteorite,Affected individuals,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: Bizarre fireball hits after meteor: HOURS after a meteor exploded over Russia and injured more than 1000 people,... http://t.co/AWY7MGx2
Secondary Annotations: DCC
Information Type: Affected individuals",21394
RT @RadioClydeNews: Was anyone at the scene of the helicopter crash at the Clutha Vaults bar in Glasgow? Contact our newsroom on 0141 565 2…,Police should assess crowd control needs and gather witness information about the helicopter crash at Clutha Vaults bar.,Police,DCC,Crash,Other Useful Information,"Responder Roles: Police
Disaster Type: Crash
Tweet: RT @RadioClydeNews: Was anyone at the scene of the helicopter crash at the Clutha Vaults bar in Glasgow? Contact our newsroom on 0141 565 2…
Secondary Annotations: DCC
Information Type: Other Useful Information",14018
RT @geoffstults: This is the Waldo Canyon fire in Colorado Springs and surrounding areas. Where my family lives. It's insane. http://t.c ...,"Firefighters should assess fire spread and containment needs in the Colorado Springs area, monitoring for structural danger.",Firefighter,FC,Wildfire,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @geoffstults: This is the Waldo Canyon fire in Colorado Springs and surrounding areas. Where my family lives. It's insane. http://t.c ...
Secondary Annotations: FC
Information Type: Other Useful Information",961
RT @Skamenca: 12 flag-draped coffins; 10 those of first responders. #Waco #WestTX #explosion #fire #police #ems #fb http://t.co/pW96PRCFk6,Police should assess potential threats and ensure scene security around the reported explosion site involving first responders.,Police,DCC,Explosion,Affected individuals,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @Skamenca: 12 flag-draped coffins; 10 those of first responders. #Waco #WestTX #explosion #fire #police #ems #fb http://t.co/pW96PRCFk6
Secondary Annotations: DCC
Information Type: Affected individuals",27848
"#Aurora water officials said Aurora received about 15 inches of rainfall in a week, the same average yearly amount. #cowx #coflood",Police should monitor flooding impacts and assess traffic control needs following significant rainfall reported in Aurora.,Police,DCC,Floods,Other Useful Information,"Responder Roles: Police
Disaster Type: Floods
Tweet: #Aurora water officials said Aurora received about 15 inches of rainfall in a week, the same average yearly amount. #cowx #coflood
Secondary Annotations: DCC
Information Type: Other Useful Information",13416
"RT @MickieJames: #WhatIsHappeningInTheWorld 🙏 “@ABC has learned 200 people injured (40 critically) in West, TX explosion, 75-100 houses/ ...","Responders should prioritize medical care for the reported 200 injured, focusing on the critically injured from the explosion.",EMS,CERT/MMU,Explosion,Affected individuals,"Responder Roles: EMS
Disaster Type: Explosion
Tweet: RT @MickieJames: #WhatIsHappeningInTheWorld 🙏 “@ABC has learned 200 people injured (40 critically) in West, TX explosion, 75-100 houses/ ...
Secondary Annotations: CERT, MMU
Information Type: Affected individuals",27353
RT @decappeal: What an extraordinary week - over £35 million raised. More for #TyphoonAid tomorrow at 16:00. Thank you so much! http://t.co…,Police should monitor for crowd control issues related to the upcoming donation event for Typhoon aid.,Police,DCC,Typhoon,Donations and volunteering,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @decappeal: What an extraordinary week - over £35 million raised. More for #TyphoonAid tomorrow at 16:00. Thank you so much! http://t.co…
Secondary Annotations: DCC
Information Type: Donations and volunteering",26655
“@ItzMikeii: #PrayForMIT #PrayForTexas #PrayForBoston”,Police should monitor for threats and assess public safety following the reported explosion.,Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: “@ItzMikeii: #PrayForMIT #PrayForTexas #PrayForBoston”
Secondary Annotations: DCC
Information Type: Sympathy and support",27683
RT @CTVNewsVI: RT @CTVNews: Police say number of confirmed dead in Lac-Megantic has risen to 13,Assess potential casualties and prioritize medical response for affected individuals in Lac-Megantic.,EMS,MMU,Derailment,Affected individuals,"Responder Roles: EMS
Disaster Type: Derailment
Tweet: RT @CTVNewsVI: RT @CTVNews: Police say number of confirmed dead in Lac-Megantic has risen to 13
Secondary Annotations: MMU
Information Type: Affected individuals",16420
"RT @ABC: Latest on NYC train derailment: 4 dead, 63 injured, 11 critically. Full story: http://t.co/WXCdsa5ccV http://t.co/44MkNoUcza","Responders should focus on crowd control, potential rescues, and urgent medical care for the injured in the derailment.",Police/Firefighter/EMS,DCC/USAR/MMU,Derailment,Affected individuals,"Responder Roles: Police, Firefighter, EMS
Disaster Type: Derailment
Tweet: RT @ABC: Latest on NYC train derailment: 4 dead, 63 injured, 11 critically. Full story: http://t.co/WXCdsa5ccV http://t.co/44MkNoUcza
Secondary Annotations: DCC, USAR, MMU
Information Type: Affected individuals",18208
eKantipur:Bittersweet end for missing in Bangladesh collapse http://t.co/s7gigWw5DC,Firefighters should evaluate structural integrity and conduct search and rescue for individuals affected by the collapse in Bangladesh.,Firefighter,USAR,Collapse,Affected individuals,"Responder Roles: Firefighter
Disaster Type: Collapse
Tweet: eKantipur:Bittersweet end for missing in Bangladesh collapse http://t.co/s7gigWw5DC
Secondary Annotations: USAR
Information Type: Affected individuals",23208
"RT @CBCAlerts: Downtown #Lac-Megantic, Que., in flames after derailment  . Mayor says city centre destroyed. http://t.co/W0YleOhR4i",Firefighters should evaluate fire containment and structural integrity in downtown Lac-Megantic following the derailment and reported flames.,Firefighter,FC,Derailment,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Derailment
Tweet: RT @CBCAlerts: Downtown #Lac-Megantic, Que., in flames after derailment  . Mayor says city centre destroyed. http://t.co/W0YleOhR4i
Secondary Annotations: FC
Information Type: Infrastructure and utilities",16015
"RT @joefryer: Latest #coflood stats from state officials: 584 unaccounted for (234 in Boulder Co, 350 in Larimer Co); 1750 evacuated by Nat…",Police should assess unaccounted individuals and support evacuation efforts in Boulder and Larimer Counties due to the floods.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @joefryer: Latest #coflood stats from state officials: 584 unaccounted for (234 in Boulder Co, 350 in Larimer Co); 1750 evacuated by Nat…
Secondary Annotations: DCC
Information Type: Affected individuals",13052
RT @tedcruz: Anyone looking for information or assistance with the West explosion may dial the Texas Information Referral Network at 2-1-1.,Police should monitor 2-1-1 for public inquiries and potential threats following the explosion.,Police,DCC,Explosion,Donations and volunteering,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @tedcruz: Anyone looking for information or assistance with the West explosion may dial the Texas Information Referral Network at 2-1-1.
Secondary Annotations: DCC
Information Type: Donations and volunteering",27610
Death toll from an explosion at Venezuela's largest refinery rises to 48  http://t.co/TJ9K7RCe,"EMS should prioritize medical response for potential casualties from the explosion at the refinery, as reported in the tweet.",EMS,CERT/MMU,Explosion,Affected individuals,"Responder Roles: EMS
Disaster Type: Explosion
Tweet: Death toll from an explosion at Venezuela's largest refinery rises to 48  http://t.co/TJ9K7RCe
Secondary Annotations: CERT, MMU
Information Type: Affected individuals",7295
RT @BBCBreaking: Thirty-two people taken to hospitals across Glasgow after police helicopter crash - no word yet on fatalities http://t.co/…,Police should manage crowd control and coordinate with hospitals regarding the thirty-two individuals affected by the helicopter crash.,Police,DCC,Crash,Affected individuals,"Responder Roles: Police
Disaster Type: Crash
Tweet: RT @BBCBreaking: Thirty-two people taken to hospitals across Glasgow after police helicopter crash - no word yet on fatalities http://t.co/…
Secondary Annotations: DCC
Information Type: Affected individuals",14160
"People missing after rail tanker cars explode in Canadian town: LAC-MEGANTIC, Quebec (Reuters) - Several peopl... http://t.co/uhATXmkepl",Police should assess potential criminal activity and coordinate scene security following the explosion and reports of missing individuals.,Police,CPU,Derailment,Affected individuals,"Responder Roles: Police
Disaster Type: Derailment
Tweet: People missing after rail tanker cars explode in Canadian town: LAC-MEGANTIC, Quebec (Reuters) - Several peopl... http://t.co/uhATXmkepl
Secondary Annotations: CPU
Information Type: Affected individuals",16058
